GRE,GPA,University_Rating,Admission
320.34360042856235,3.0521320421495424,4,1
298.919848176295,2.9821274097116377,3,1
315.05299346838035,3.9643307149514078,2,1
305.4245403757145,3.3129195194752437,3,1
290.32320368092314,3.638601552692286,2,0
305.4209340826262,3.4812317684483265,4,1
323.07054849698955,3.6908163308892488,3,1
299.4626094133507,3.5307287564241023,4,1
323.4696548372101,2.9868031103245722,4,1
260.70382343865384,3.898506727778856,3,0
312.3285375656284,3.302497366735475,5,1
301.30570602357255,2.8773672405360995,3,1
295.51488974301196,3.328753935613635,5,1
301.37641164803256,4.100303916253725,1,1
270.1864662809866,3.840088696845397,4,0
296.7049216824373,3.360539146236856,3,1
305.3566885726762,3.3602969182726286,3,1
322.16841067112273,3.371345979513047,4,1
292.2259467258953,4.330699193424336,4,1
287.8725959566022,3.6527741808926213,1,1
292.47364434623194,3.672016658876428,2,1
313.7310317655311,3.9121133816127367,4,1
304.9312666448953,3.5955156636106054,4,1
292.0535969434944,3.396383141671719,5,0
307.69901149670034,3.421460060366009,4,1
301.45616324022063,3.4713594962343746,5,1
314.5296748579933,3.4851111053960633,4,1
289.4692035918397,3.791051817454792,2,1
295.08506780103346,3.52077835432292,2,0
294.11837770301764,3.7930560308862318,4,1
278.0472757780182,3.4677133679565673,4,1
304.44180415596867,3.5314540761264364,1,1
303.91582908269834,2.700719726187157,3,1
300.0767018496369,3.8665310698809927,5,1
296.4811929993728,3.638595390359197,3,1
278.7694388692438,3.899204043943861,3,1
293.6903201585196,2.341497848722524,3,0
294.85928225209847,4.335349881912291,2,1
287.9658409616757,3.4441641487379306,3,1
297.58071432500986,3.9432731266950065,3,1
306.0607628522181,3.0840376291497877,1,1
328.292788518158,3.745109562025028,4,1
302.6186671924776,3.0786337747305375,3,1
303.86325586084143,3.250492415721678,4,1
298.8833112635075,4.265612541546714,4,1
271.21843177051437,3.4237270396946613,2,1
299.6022918682618,3.586973149271889,4,0
300.9034531491154,3.8480270922755015,3,1
336.9486316872793,3.6982727551890417,4,1
297.11458552828316,3.5601675620574307,2,1
304.5232101350042,3.64598440098649,4,1
299.4793234544214,4.46136623409531,4,1
282.469829435707,3.476952481186566,2,1
317.1423422177253,3.580439618685987,2,1
311.2789954903016,3.920261758403045,4,1
311.8654792056457,3.9422103731831935,4,1
286.3591881780789,3.974812122224152,3,1
321.0419146640415,3.755492088811674,4,1
278.97223405811576,3.0427980349078068,3,1
308.80285640700407,4.153372612920438,4,1
332.85683438714966,3.0414618427925246,2,1
285.1419551230397,3.621054186095613,4,1
291.50553405595844,3.198289659992257,2,1
301.4947704763146,3.474344661362803,3,1
292.447865188257,3.631504964121392,1,1
276.740048534008,3.6285428861801092,2,0
301.02844462209043,3.6687683016941137,3,1
284.06544429410843,4.1454845076234585,2,0
307.1038864595277,3.681413720605592,4,1
286.20863648649294,3.4023373458837405,1,0
323.2490160752631,3.885634867315343,3,1
288.2512006149564,3.9757881955698564,3,1
295.1690772569149,3.008956873945203,1,1
312.20275826054507,3.7389600279399433,2,0
281.53703525349067,3.7804690969243593,3,1
303.41189901906193,3.380974598656003,3,1
319.6071413142364,4.050282725324648,3,1
275.8877514815816,3.439977765186989,3,0
302.76950787798455,3.5502305813886172,3,1
303.89824191372634,3.4307712702864523,1,1
311.7273430766596,3.506231619032587,3,1
281.44573933682875,3.061489965241919,5,1
280.1931508037359,2.923979646962282,3,1
307.82912348425344,4.1378020252899885,4,0
304.4547700984978,3.161215460672669,3,1
303.75739275518816,3.103443060217477,4,0
305.19672314245463,2.638643954558514,4,1
289.79962917632264,3.244415300924199,3,1
303.48380545741503,2.9707640826370008,5,1
304.3960870994802,4.156806064054548,2,1
289.28472872960447,3.9039268357370536,1,0
327.98661766717134,3.2247398619289105,4,1
307.1074938136768,4.400974322137723,4,1
282.1304475419603,3.892706194796638,2,0
309.8483041295074,3.370067446596551,2,1
285.3797749465902,2.500237714050571,1,1
311.8062690561368,4.416377029036297,2,0
317.37893368511106,2.9441710132945618,4,1
287.68976522472434,2.841840501217243,3,0
314.45064193866483,3.9090281728038563,3,1
306.19171390404745,4.475900962535709,3,1
312.33090239991736,4.053709127404208,1,0
328.45189473980923,3.7255636480209438,2,1
296.31917825995697,3.7379017366661142,4,1
288.69395753463766,3.8413662235121233,5,1
286.65728355561714,3.803571435914706,4,1
287.76284572551845,3.6124765695877503,1,1
298.84347435878846,3.5416804415807506,4,1
305.11727962224967,3.474962748840191,4,1
304.1503619899503,3.1984141644533293,4,0
312.40774873554034,3.3877299692532903,3,1
300.1950283781686,2.822817274321846,3,1
321.8030111573598,3.4606641492821,3,1
296.03014750143063,3.104563557139633,1,1
340.8025374988443,3.0585642731136917,2,1
309.3850102164751,3.571957660461391,2,1
287.14263665375574,4.05680091453784,3,1
283.93661252908333,3.867326642400925,4,1
307.2370862286478,2.871799758550729,3,0
296.64805822011226,3.104148745371865,1,1
310.71000741138135,3.8763084751952865,5,1
307.09856436860315,3.1070050425846762,5,1
298.90756631014693,3.4101467400011902,4,1
287.2980942289739,3.7200208396098207,5,1
277.277291629712,3.112662218054546,3,0
293.3022757189947,3.5421502024583837,5,1
312.8459819148521,2.9663898020327184,1,1
303.21140616195305,3.2594529424195144,3,0
281.3139183193202,3.6279127736570147,2,0
302.5977138877677,2.8628025065873324,2,1
305.77976069593257,3.6761898951841596,2,1
286.742138456983,3.4921448804293274,4,1
302.3058765891829,3.720995981766859,4,1
300.87313077669,3.5895656536258644,3,1
282.85544553254067,4.045656171989537,2,1
305.36681040522427,3.550089801059163,4,1
308.4117678955235,3.328237783549899,4,1
316.2457686476292,3.5489190012129135,3,1
315.8070307805235,3.7173192116145555,4,1
279.33495948064365,3.519544028130282,2,1
285.93262440127313,3.516236676481553,3,1
307.7255290081299,3.2192033248772978,5,1
307.7067892636831,3.2348396329796207,2,1
307.7257152945907,2.9389578912801224,3,1
357.7909723598208,4.199830697274776,4,1
308.5633576603975,3.002454705843486,4,1
317.033484602709,3.222837920881637,1,1
314.31002645239806,3.212637093772321,2,1
309.77086876958697,3.8579697507777766,1,1
295.2709613303948,3.382020128683189,4,1
311.384538307399,3.9990968290694937,3,1
288.4076217819364,3.2306037503024525,2,1
296.4477208988999,3.611597664889521,5,1
292.71954678256344,3.165861178696097,3,1
301.22811209079487,4.358059651109356,2,1
334.71987850010265,3.024960632388195,3,1
271.99102211112375,3.623928284090811,4,1
310.2939028556177,3.7535107523728395,1,1
275.8092619321552,3.6655196389805993,2,0
292.9210220131585,3.4258849364489166,4,1
316.3342589545105,3.4480717201066295,3,1
300.96420028643195,3.5175245887916438,3,1
283.83382833106043,3.4411991993486044,3,0
289.2704443611005,3.885551646717964,1,0
310.19396623402014,4.3842092006365405,2,1
289.04450052424295,3.2770032859968663,3,1
303.24687884372963,2.952078808168369,2,0
300.6835775985572,3.464687180659498,1,1
290.22599478591275,4.531883735061728,4,1
332.15916133987986,3.1785301728121076,5,1
309.50878533477015,4.155646722177627,4,1
269.6228612001359,4.171080325630577,4,0
302.7968147215414,3.278564703316802,2,1
290.07320302847415,3.7275932316741103,5,1
312.78650002194337,4.151358649251415,2,1
288.1121889235095,3.348348903605005,5,1
298.2789533779965,3.418567855959055,5,0
307.57480918470685,3.2673276344205426,4,1
312.9863279125518,3.094097307722853,5,1
281.9955538941634,3.240288981973597,3,1
294.98248146238575,3.0104238932950973,2,1
292.87582033258565,3.5136333873036905,3,1
290.2000615113943,3.1920107075765434,3,1
326.4818136042164,3.5935143647162993,1,1
306.07472566441436,2.877641741518549,4,1
281.0867406849743,3.6323520928857826,5,1
313.76792920582164,3.83341158464357,2,1
331.8323429551895,2.7025057429714177,4,1
315.4869789082672,3.6496226279390287,5,1
277.2094505106898,3.991067596989317,5,0
292.7364889070062,3.016143592523518,5,0
319.00366723779933,4.169028954735081,3,1
289.38495801571827,3.667607603746418,5,0
306.65729142219345,3.2179952576966366,4,1
311.6195108014401,3.4776923689369177,2,1
286.0960429263288,3.723330765008689,3,1
299.107119659073,3.5304021565649646,4,1
251.38098989896392,3.7155023969785477,2,0
284.63418537998564,3.1317305627682535,4,1
296.21147772910257,3.567744329614431,4,1
281.28325227052727,2.934514201238008,2,0
324.48616955897455,3.45550957546052,3,1
278.5478793305905,3.138436943414084,4,1
293.39933269954525,3.2057880229640934,3,1
301.96110865929137,3.994437270084175,1,0
321.61909933599173,3.9365240482377075,1,1
278.4620677323084,3.7436552483628707,3,1
317.44745628232437,3.0630748941309682,5,1
300.15349591529383,3.3734366201220793,2,1
285.27737023428074,3.9852390799916733,4,0
306.93155211394907,3.5566867654559617,2,1
302.985895433602,4.4277318159926775,3,1
290.99674684261805,3.6573271357577486,4,1
301.04703127485027,3.5768196465960127,4,1
294.2202960470736,3.3763534143189995,1,1
301.7027601787687,3.553416361912913,3,1
309.9319601178157,3.4390120654477827,1,1
323.79025224218026,3.783243470675436,3,1
281.43276751759726,3.8826809267178337,4,0
331.995500619844,3.18560421579682,2,1
270.7186830071625,2.9675068185768887,2,0
297.72322357446626,2.7655178507586813,3,1
308.82475809726867,3.7031965307650174,5,1
304.21487801602547,3.0586533575304506,5,0
290.6595072026911,2.6388437628190067,1,1
296.87816624464085,3.6554314418123854,4,0
292.6049859801175,4.497199806973116,3,1
291.1595286458368,3.4975716353840425,3,1
312.7440314553154,3.835396309780657,4,1
305.35523228947574,3.532731743419026,5,1
289.6063560710902,3.4604441387235427,5,1
313.49399813149876,3.8676305931951074,3,1
304.60949281314913,3.3838901823245395,3,1
312.1929317825844,3.606956925628761,4,0
309.4444326288542,3.6286791224784056,2,1
287.5650748361689,3.2327638185427805,3,1
291.5972843970454,3.896816939814609,3,1
311.20940407684895,3.4300160973218365,4,1
309.15555398150195,3.1977019362028622,2,1
299.6864760905378,3.7146039374281616,2,1
301.75991074963173,3.1406128072835853,5,0
319.16497343682636,3.5112724629476513,2,1
291.12642916746256,3.4963524013423184,3,1
308.20646071755056,3.9343582263326313,2,1
296.9671102134916,3.6898792931519813,1,1
296.7347819515917,3.4899892165019426,1,1
316.48165277980786,3.827106519680115,2,1
312.3812452348204,4.056083019606925,4,1
312.2026445400096,3.723124122540745,2,1
319.58218210731496,3.504141047937352,5,1
300.3150576244914,2.975265507059936,3,1
310.22929456942444,3.073954534769851,3,1
295.34599865109817,3.377910118258133,3,1
304.8624952873266,3.2561951191362866,3,1
298.0478541844847,3.4252114788058217,4,1
301.45493947489075,3.522659969958843,2,1
308.9273553815537,3.7118771017426924,3,1
287.72668975149793,3.4718004887763634,4,1
331.38580913528193,3.6946006575304806,5,1
284.90973927750446,3.5257897659240482,4,1
281.78717080818404,2.7098133734584513,3,0
317.37166310250103,3.1242658424724983,4,1
311.87494040944404,3.4423649777113536,3,1
309.36179725578234,3.016122102863557,3,1
309.4251826389642,3.7399714919984817,2,1
299.8162984072963,4.112300332937479,3,1
286.54118442771255,3.9875047406789266,2,1
301.1370683729059,3.4146228516279167,3,1
289.84257432731835,4.0962904547399805,4,1
314.62679600126626,3.5594669828808447,2,0
297.79413927746793,3.365165611552784,1,1
287.61754204811234,3.254638934583624,1,0
295.1792123752051,3.3790121254047487,5,0
306.1939718141344,3.3447292725835083,3,0
291.5441317079404,3.568166488950195,3,1
287.6666940665035,3.5642295924199456,4,1
303.6553081723787,3.5012184080613657,4,1
303.67449856663086,3.67477526789854,3,1
292.39585236943304,3.9762585099145364,4,1
292.9344254157252,3.8798216541765296,4,1
303.48074906036453,2.9060408126200388,4,1
278.27873487754016,2.478431546039218,2,0
278.88804338435165,3.8737279644957097,4,0
289.2233366812135,2.9532485206338315,3,1
296.79829272432227,3.4100938392429265,2,0
304.6636134839701,3.031954789576256,3,1
322.13034325424326,2.779207824967992,1,1
312.8648943480303,3.716585091281915,2,1
297.6009220505486,3.803662064121059,4,1
299.71475688145966,3.269395839709312,1,0
284.96205953043284,2.463583083142036,3,1
299.7223029601142,3.2815022206990068,3,0
295.6701204161979,3.6567216021610185,1,1
304.8407784050713,2.9084353724903487,5,1
287.59153584671515,3.5733439679116623,2,1
307.7901977136176,3.493876060330802,3,1
322.99108369503864,3.7317165998404356,3,1
298.36859777314714,3.547832147365661,2,1
306.02567583148414,3.110772423647378,1,1
310.3521598756667,3.9786286006657967,4,1
293.98169292171247,3.436588170789212,5,0
303.36138722715623,3.4890781841960274,2,0
300.18888601172694,3.1266928163707215,4,1
301.46514147823245,3.322687099523396,4,1
288.40485324216803,3.1460789143892396,4,1
300.36765261388416,3.4308215760306306,3,1
307.46997436868173,4.184683392056938,3,1
321.7671541169256,2.9512395428274574,3,0
314.3890623912781,2.8545754408493034,4,1
332.29773686267333,4.088468130997444,4,1
288.48978655667923,3.4162705291392537,2,1
313.0848095508102,3.232370904536033,3,0
302.7501300860753,3.9159618749584304,5,1
332.84704399826506,3.257753784105254,4,1
287.87552571967274,4.230403885418775,5,1
287.40417236728837,3.7711703485357075,4,1
291.00911031833965,3.304835436741719,3,1
268.1415641353529,4.362923285306201,3,0
292.11367467478857,3.2577140307986645,4,1
288.61301007669454,3.796838148803723,1,1
302.2559067971431,3.6197170321625967,3,1
305.1263396366574,4.02069651575952,4,1
328.1425625882383,4.124604478690741,2,1
314.25635757279076,3.5128016596263065,4,1
291.3464451650639,3.1986328518615266,3,1
286.5237799297746,3.6839888571756467,5,1
307.37878757259756,3.2289138520991574,1,1
280.19650189469036,4.305354899010649,2,0
327.4718814878153,3.554614132433095,4,1
317.6916018108193,3.3538713794751565,2,1
292.96236521842945,3.5738721223459633,4,1
274.3029820636368,2.9611494841881214,4,1
320.3080856124812,3.111354384595739,2,1
298.28190232121074,3.98016556317777,3,1
318.5672446796019,3.2372422884114416,3,1
276.0835851180845,3.081235606927224,3,1
291.0093746556934,3.7146611010109143,5,1
300.07865549577275,3.9742816618651986,4,1
300.7047089064711,3.787581324266027,4,1
293.24901792781134,3.8984190743223266,4,0
309.3427489852125,3.1972819645722157,3,1
283.9856935592611,2.9312757333032624,5,1
297.8643077246806,4.100533460782195,4,1
301.8044344756785,3.3709280644631456,4,0
307.7165825108812,3.399666793417981,4,1
310.6742231713333,4.031277656739623,2,1
283.13036862243194,3.722492003760264,4,1
276.98828743896564,3.682355108832643,2,1
319.16515232847763,4.366000937960433,3,1
304.9847101796939,3.2425927078479426,3,1
288.7727019516517,3.871136051232495,5,1
323.26727963283787,3.522805249958834,4,1
301.73511951439286,3.607436911545303,4,1
317.6894577609574,4.111387370565013,4,1
301.0127772211516,3.7031343025158496,3,1
330.9112188732298,3.715318431619853,5,1
326.33011263664804,3.929002934923921,3,1
296.2655377728139,3.3540189081828458,3,0
314.57356426431534,3.1643161330643976,2,1
309.6806392437772,3.0820763223915866,4,1
320.52947336298524,2.7134573642495994,4,1
285.5261480912984,4.322482851976129,3,1
310.29077189997656,3.058716653711327,1,0
315.8763673027438,3.411498550565691,4,1
273.6189077036533,3.3892746800444318,1,1
282.2511223100134,3.6229626791236402,4,1
269.4115173335985,3.826294885015719,5,1
295.9588974833316,3.844189395343898,3,0
310.76313383693946,3.2667690245724246,2,1
322.53535578144044,3.4331513144854355,4,1
301.11142170629665,3.61303198019532,4,1
324.42923318356935,3.4005235495265813,3,1
279.2984781267766,4.142938230407997,5,0
274.44926340967265,3.6963899806553004,1,1
299.1667845165507,3.793951114419927,3,1
305.7609817340896,3.765152507466965,4,1
299.5095787785886,3.96938954299413,4,1
268.9883684994019,3.5724086234814827,2,0
298.6631994073082,2.9812672208176614,4,1
280.4329574924272,3.6598751807010568,3,0
310.04508823245055,3.2394572424832684,3,1
305.4989736914527,3.288553327300097,2,1
285.90180320508966,3.7345456075020373,4,1
292.2919962399496,3.9953132285734543,2,1
284.1117971716657,3.5085086306944246,3,1
299.05981354090244,3.6235332050395854,2,1
314.3271348075186,4.180885977854095,4,1
285.2141093049668,3.5963012717954275,4,1
307.56069773276766,4.540673245672158,4,1
292.0461357244134,3.726203858252618,2,0
288.10690751606484,2.795694896337673,4,1
298.3945446006816,3.801336648441813,3,1
284.4713651637094,3.6524633539531113,4,1
291.69526041979225,4.015901101633099,5,1
282.03183161116726,3.769272540507983,1,1
329.47087699374583,3.4446176064064904,4,1
300.52895327957594,3.0102807054842535,1,1
289.5041173801112,3.41639069708559,3,1
303.2096986610133,3.15979181831628,2,1
298.31507925463757,3.267790620078111,3,1
296.6854560070017,3.735431361768244,3,1
309.2125005006514,4.167961801740563,4,1
311.3626156507096,3.6578686119291923,3,1
292.0424827858421,3.021646775185926,4,0
291.3627263903298,3.6778410672880564,3,0
295.87422454272536,3.9786525946582603,1,1
265.4711825289662,3.256086838272247,4,1
277.27213406702174,3.446393133330833,2,1
320.5031140116679,3.5058752778916786,3,1
324.6745157025193,3.186040674767104,4,1
296.26445940665434,3.7593121735375434,3,0
308.6483544458365,3.4516207405568875,1,1
304.66875231815305,3.667812977562811,3,1
346.18321212682855,3.14500312887916,5,1
316.7936236715187,3.325016679870636,4,1
298.0812361277885,3.7889525431311086,4,1
285.6668933909936,3.350866739163293,4,1
275.9033051961364,4.190785540493362,2,0
303.0519545380084,3.340145525754159,3,1
288.6547388207355,3.5898738903007543,4,1
278.6661943560349,3.873036332749236,2,0
290.3014067363621,2.9326537068267875,2,1
283.7767799457841,2.7956764752076895,2,0
325.30712452608844,2.889737474171962,3,0
313.2245963542418,4.005033641370873,5,1
299.88041038025074,3.2792567416430214,1,1
322.1991620833504,4.523279714267301,3,1
301.1605246147143,3.2743009605370443,2,0
287.08073698007604,3.5738205212788148,5,1
322.84686115904486,4.11684398102715,2,1
308.0836506552699,4.302437155263649,3,1
284.44130768510314,4.3246014306545595,4,1
297.14491982874586,3.983346492237257,4,1
286.8657261992286,3.909625010324585,3,1
279.25800403553495,3.7370107796804732,3,1
313.89266321297464,3.8113444304666553,3,1
328.641249607052,3.2795257134685865,2,1
279.02148639271286,3.172720446631077,2,0
308.4445385503586,3.4986502170356193,3,1
290.2403614631726,3.4319261509900287,2,0
292.69311924352957,3.3187087802690898,2,1
291.11409113641696,3.778554978982686,4,1
287.0401384548028,3.882122083428204,5,1
300.7278244191724,3.535362754516739,4,1
287.5357482538344,4.091012032422105,1,1
304.0568523866976,3.043324354346598,1,0
299.24642835826296,3.4225362162881128,5,0
296.41577929700384,3.213271071758878,2,1
286.38654506937604,2.753385353170776,1,1
291.348430041475,3.4669277256629205,3,1
311.3308683873863,3.4513009966466868,4,1
307.5137578143657,4.105379897296852,4,1
285.33667132802174,3.752324673821911,2,1
301.48998458143836,3.090325270268318,1,1
311.27080685057683,4.241637026533676,5,0
274.95892078317945,3.9884134782101412,2,0
308.150402885699,3.7328390813874464,4,1
290.0606436158123,3.4094063604600673,4,1
308.5589800288974,3.1162243053106082,4,1
288.55111265186224,3.3511172895715786,3,1
272.9267684900322,3.9354994478816745,2,0
275.58686343175253,4.253834522373843,3,0
300.72127419992074,4.117297411308876,4,1
303.89583752582223,3.3044602312854905,5,1
286.4352506234339,3.0521530266843957,2,1
309.5788868816606,3.5563544987644815,2,1
275.0771990659656,2.7926242537748593,5,1
299.00880302029026,3.6292670856739124,4,1
281.83475700356314,3.4409589654805326,4,1
290.2224583829676,3.313585399252703,2,1
300.7109800697462,2.862118773093282,3,1
287.09379952074073,3.705440042627887,4,1
294.2316668365526,3.2869196641352354,4,1
315.0943921382166,3.0320332657158846,3,1
291.34662195715276,2.35109511468734,1,1
312.53538168097714,3.4889940379797455,3,1
283.0543971801357,4.208900638667898,2,1
307.94706266872925,4.164503685819148,3,1
321.6235293098685,3.317161497365491,5,1
262.92533249809065,3.2591151758552876,3,0
288.04657116794283,3.6875097024300096,4,0
308.6560819077081,3.1006458243246833,2,1
296.9543192093551,3.6207167599277863,4,1
305.56718810056964,3.806432111353876,5,1
290.9402221992627,3.990773289553723,2,1
301.2988468120935,3.459938369408019,1,1
297.6648414691188,3.4185304999292137,3,1
317.5167309248971,3.1488069652973754,1,1
303.8163126495182,3.1692478583840558,4,1
305.06403993112804,3.409408443239389,5,1
293.821845508163,3.6469462027264714,3,1
292.68590663891257,3.8654338504932997,2,1
293.5116271827057,3.1787284197278622,3,1
305.91678213567445,4.097075427583809,4,0
293.68523278769607,3.3915505595829725,1,1
304.3466228534462,3.4914530822606253,3,0
331.1310119796816,3.2011153283408706,4,1
313.0668705514754,2.5303038958908233,4,1
295.10964701748236,3.85361815854442,2,1
318.01820883245915,3.794737558836973,4,1
293.8788694046767,3.3874689771527144,1,1
269.4281319723322,3.5267962868899487,2,1
284.87870533623897,3.70637568708164,4,1
271.93812118461216,2.874981657245383,4,0
294.7272977393804,3.288378929061482,1,1
300.2762756878433,3.8177058718487307,2,1
325.1465596841292,2.9982842307323003,2,1
304.90391060646243,3.6174231728666517,2,1
296.71349206786704,2.957367278150638,2,1
312.44108371775235,3.6865719929734104,1,1
266.8329703648817,3.4857434070810065,3,1
303.53421837162847,2.853947273637796,4,1
311.5629779083045,3.9658957417828686,4,1
277.82120631330235,3.2061633692807803,4,0
317.15631064810395,3.175899025194248,1,0
305.0774461124162,3.5802276788923773,5,1
293.77068129148796,3.959454939771486,4,1
309.49172799159425,3.093671272408641,4,1
334.06039286706596,3.524671939939189,4,1
302.72799382587743,3.6715266001322293,5,1
303.72330879450504,3.7772422429052575,3,1
293.10958650689633,3.57057662211089,2,1
287.25233445802814,3.353188864366671,4,1
312.4550372481637,3.168963911740512,4,1
287.158742611367,3.53445755321855,4,1
301.07349355829086,3.0711443952057573,3,1
292.83513829852325,2.331459806602157,1,1
307.18469738619586,3.674623921663067,3,1
305.00493157930424,3.8615739364344783,5,1
315.5630991638685,2.5548270257832644,3,1
292.3497540171788,3.096107718116025,3,0
295.9518759705994,3.7476617044020792,2,0
285.3185442632654,4.3229981878846795,3,1
293.3356010988583,3.5083174830701633,4,1
305.6595073956728,3.208798823508346,4,1
311.3548292496803,3.4268414235580638,4,1
286.1675201373356,4.049950567659274,3,0
313.0440888015849,3.241614328350186,4,1
320.3345678820743,3.1803231973398987,2,1
306.2015235483555,3.306902591127187,4,1
328.151937188371,3.118668556696515,3,1
288.3931620134464,3.549068126397918,3,1
281.3301794503287,4.149871383387825,4,1
273.3191962664358,3.6292317092464117,5,1
322.44066467233773,3.399058599149485,1,1
309.8154848453109,3.3832754924337824,4,0
299.1662299363432,2.874723676521337,2,1
304.1995293947973,3.8532439108588634,3,1
283.1176642905244,3.468865121194879,1,1
336.6862796942524,3.42780803456375,3,1
301.9383177296284,4.777243027137945,3,1
301.6409219190734,3.6195011633462744,1,1
310.88649935848036,3.1992835799619264,3,1
307.2151384760507,3.3294569615177827,5,1
303.35826036418695,3.959378283678702,2,1
288.14288316832034,3.545308164215106,4,1
307.07202535703993,2.924688808673053,3,1
328.2303674471255,3.8676915738300814,4,1
320.18130069232467,3.2327423657844023,2,0
323.89779939959095,4.2493191104870185,2,1
292.3317648535322,3.9320192262858593,2,1
285.1559276961213,3.3210712417364996,1,0
298.11319619850525,4.012406544694045,2,0
300.8358736843304,3.5271422042109615,4,1
316.41287277706425,3.8411094700488877,4,1
274.6130305542777,3.6938931269177897,4,1
322.9432547919092,3.1614573380036504,4,1
297.62988152131516,3.2425800670730154,2,1
293.5967839507887,3.9119843270324646,2,1
284.8184343710975,3.366089867157384,3,1
275.1771499220134,3.3385406147032013,2,1
312.3475587594287,3.1179509682602586,3,1
301.09976950782607,3.6694396262373843,3,1
280.6505865038842,4.325009967697258,3,1
280.5738184190458,3.0729868342982907,3,1
294.9632295106481,3.5096877826691033,4,1
325.03532287934087,4.0648882221661715,4,1
296.10612972954596,3.468143443501714,3,1
277.4528557032284,3.6809487184998937,5,0
296.3138540387108,3.075042588741248,5,1
295.90914645378496,3.6713228388830594,3,1
259.54670035587645,3.4251422939981806,3,1
299.18557700223283,3.894291998271945,3,1
296.53598204686983,3.9749544206259,5,1
310.44309547220126,4.535825456807445,4,1
327.7343414241802,3.7318532692854305,2,1
316.89847544321634,3.6303185266328666,3,1
295.9666696416775,3.5777537206309344,3,0
283.40211136887496,3.3587334828757247,3,1
338.6003970487479,3.6353935373846764,2,1
300.88827651021734,3.3818394359443884,4,0
300.2089393786942,3.5673843905078457,4,1
299.63812369334994,4.027039014243184,4,1
302.9712714115178,3.0973829738881435,4,1
297.83459382114086,3.955951424451618,4,1
291.39506989679643,4.026846026935946,3,1
291.7971158813941,3.4527725892035686,4,1
299.50870094676003,2.651258040396562,2,1
291.8486284329935,3.256871205162227,4,1
289.30731325984254,4.018797818624444,2,1
301.59645341537845,3.4908527750804472,4,1
296.17534173868717,3.1002791070820357,2,1
322.5598948287403,3.298090031508713,2,1
260.2354528741048,3.836248010601821,2,0
316.37260277883695,3.718693427280552,1,1
318.6912778874644,3.4044271603321223,4,1
268.8991465138778,3.353270235274125,4,1
294.8596860887948,3.3432967403824714,3,1
294.42838701006315,3.131035926200599,2,1
278.88732457923265,4.146150275787777,1,0
288.3327496861369,3.371071812315464,1,0
283.34136231801256,3.9868634083301986,2,1
326.2840566513543,4.108526420768981,4,1
314.0351758972119,3.899324359259184,2,1
319.0733264249124,3.3273518749127806,3,1
310.8250809606485,3.6614920361346437,2,1
